Data;Texto;Autor(RT);Retweets;Curtidas;Hashtags;Mentions
2018-05-21 15:04:55;Crise tirou 170 mil jovens da faculdade. O acesso dos mais pobres à educação superior foi uma das maiores conquistas da nossa gestão frente ao MEC, agora ameaçada. https://t.co/wJ3RzUHQNh; ;98;257; ; ;
2018-05-21 10:43:11;Governo Temer é mais tucano que emedebista, revela levantamento. https://t.co/p36EFmIwcJ; ;209;482; ; ;
2018-05-20 16:32:18;Papa Pop Francisco: 'Considerações para um discernimento ético sobre alguns aspectos do atual sistema econômico-financeiro' https://t.co/sfoTSHFi6f; ;24;111; ; ;
2018-05-20 16:19:12;Virada Cultural tem sensação de esvaziamento: ações culturais da Prefeitura vão minguando na gestão Doria-Covas.  https://t.co/NUXMCTFcQg via @UOLEntrete @UOL; ;30;159; ;UOLEntrete, UOL;
2018-05-20 14:59:18;Raul Seixas era um otimista: “Brasil é um dos cinco países do mundo que mais vende terra para estrangeiros” https://t.co/Ngdk2VH3F3 via @elpais_brasil; ;77;183; ;elpais_brasil;
2018-05-19 16:36:14;RT @sensacionalista: Faixa presidencial ganha versão camisa de força para possível chapa Bolsonaro/Janaina Paschoal https://t.co/5Jw4sX7I0I;sensacionalista;0;0; ;sensacionalista;
2018-05-19 16:33:51;Advogado dos delatores Ricardo Pessoa e Delcidio Amaral é delatado, acusado de cobrar propina. Sem protocolo rígido, indústria da delação virou uma lambança:  https://t.co/KQskRV1FN7; ;413;741; ; ;
2018-05-18 12:14:52;Eureka: Falta de concorrência em bancos é a vilã dos juros, dizem especialistas via @UOLEconomia @UOL  https://t.co/IkEzRZWCLv; ;50;194; ;UOLEconomia, UOL;
2018-05-17 21:15:41;Papa Pop Francisco acusa mídia de difamação que fomenta golpes de Estado https://t.co/3p5MMF34X0; ;185;639; ; ;
2018-05-16 10:56:49;Fernando Haddad: Questão de honra https://t.co/MfMFZ0ple8; ;84;322; ; ;
2018-05-15 22:33:00;Novo slogan de comércio exterior do governo será ‘Fora, Temer’ https://t.co/DFoOjThu7w via @Sensacionalista; ;88;424; ;sensacionalista;
2018-05-15 21:46:10;Seis líderes europeus declaram apoio a Lula e apelam por sua participação nas eleições https://t.co/fP1J2Ryawi via @lulapelobrasil; ;104;363; ;LulapeloBrasil;
2018-05-15 20:18:44;Mais retrocesso: a desilusão da periferia de São Paulo com a grande promessa de Dória para melhorar a saúde https://t.co/S87PKQFWeH via @elpais_brasil; ;156;403; ;elpais_brasil;
2018-05-15 11:47:38;#LulaLivre https://t.co/FWjepTlCyt; ;226;1072;#LulaLivre; ;
2018-05-15 09:37:12;Imposto progressivo sobre imóveis ociosos cai 95% com Dória. https://t.co/CeZhn1Bxw5; ;115;299; ; ;
2018-05-14 10:25:22;Entrevista com o Procurador da República Celso Tres sobre as virtudes e descaminhos da Lava Jato. Vale a leitura. Eleva o nível do debate. https://t.co/Ml6Lj40ER2; ;128;367; ; ;
2018-05-13 18:05:27;Abolição da escravidão em 1888 foi votada pela elite evitando a reforma agrária, diz historiador https://t.co/tPEd2RVo0q; ;191;473; ; ;
2018-05-13 15:22:25;Bela matéria da BBC: a luta esquecida dos negros pelo fim da escravidão. https://t.co/p9Z7oNIO6h; ;105;310; ; ;
2018-05-12 12:24:04;Um primeiro importante embate sobre a reforma trabalhista no STF: “Os riscos da luta por direitos”, artigo de Oscar Vilhena. https://t.co/TFK7BLiCsm; ;29;135; ; ;
2018-05-10 20:50:10;Chefe da CIA disse que Geisel assumiu controle sobre execuções sumárias na ditadura https://t.co/VqdrvDPijA; ;231;633; ; ;
2018-05-08 09:33:25;Gestão Doria-Covas afrouxa fiscalização de contrato de varrição e lixo se acumula em SP. https://t.co/Cnvr1c8bH6; ;189;612; ; ;
2018-05-07 13:39:45;Jürgen Habermas: “Não pode haver intelectuais se não há leitores” | EL PAÍS Semanal | EL PAÍS Brasil https://t.co/sVT4ZUPx94; ;68;258; ; ;
2018-05-07 13:00:21;BlackRock. A empresa que está a mudar o capitalismo. Alguém tem referências sobre isso? https://t.co/mOw4YunQbZ; ;25;85; ; ;
2018-05-06 21:06:45;Rulers of the world: read Karl Marx! https://t.co/s1uF9Sqbch via @TheEconomist; ;58;228; ;TheEconomist;
2018-05-06 18:55:31;Bicentenário: “Por que Marx, no século 21?”, por Yanis Varoufakis.  https://t.co/xc50LcXuQ7; ;29;144; ; ;
2018-05-06 12:27:12;'Como defender meritocracia quando Brasil é o país que menos taxa herança?', diz discípulo de Piketty https://t.co/oNtib6A8wZ; ;306;965; ; ;
2018-05-05 10:40:21;Não é hora de mudar o Plano Diretor de SP, pelo contrário: Mercado imobiliário paulista retoma fôlego https://t.co/xP72Z4eGQe; ;26;204; ; ;
2018-05-02 18:38:13;Uma luz no fim do túnel para imóveis vazios e degradados (artigo de 2016 celebrando política de nossa gestão) https://t.co/UUTfTVkeVx via @folha; ;74;214; ;folha;
2018-05-02 12:01:03;RT @elikatakimoto: Não era MTST e sim MLSM. Não era Al Qaeda e sim Al Jazzera. Não era Hegel e sim Engels. Não era Carlos do Ministério da…;elikatakimoto;0;0; ;elikatakimoto;
2018-05-01 20:21:55;@lelacrodrigues  https://t.co/scAxpWrfuP; ;1;11; ;lelacrodrigues;
2018-05-01 20:04:36;RT @MidiaNINJA: Em Curitiba, milhares de brasileiras e brasileiros estão na Praça Santos Andrade para grande ato de Dia dos Trabalhadores e…;MidiaNINJA;0;0; ;MidiaNINJA;
2018-05-01 19:04:51;Comovente a sensibilidade social de Dória. https://t.co/9Fd1p8nGc2 https://t.co/VbtRKvbjcX; ;140;630; ; ;
2018-04-30 10:59:58;Bom artigo do Claudio Lottenberg sobre saúde pública: Atraso crônico https://t.co/sc0G695jOj; ;21;88; ; ;
2018-04-28 17:32:45;A cidade de São Paulo deve privatizar seus cemitérios? NÃO https://t.co/qmWWjenfzK; ;27;168; ; ;
2018-04-28 14:43:32;Madri retira placas de ruas com nomes da era da ditadura Franco. Antes tarde do que nunca. https://t.co/9DfzRnRzYn; ;362;1758; ; ;
2018-04-28 13:13:43;Outro ataque fascista no Paraná. Solidariedade às vítimas e abraço fraterno aos resistentes que lutam por democracia. https://t.co/75jv7G5HTH; ;105;451; ; ;
2018-04-27 20:34:37;Ministério Público intima gestão Doria-Covas a explicar fechamento de AMAs. https://t.co/zahyYXYgfF via @redebrasilatual; ;69;246; ;redebrasilatual;
2018-04-27 20:32:27;@robbiezinho Na nossa gestão, a prefeitura cedeu dois terrenos para o Sesc, um em Pirituba, outro em São Miguel. Você tem toda razão.; ;0;9; ;robbiezinho;
2018-04-27 13:44:49;Ponte neoliberal para o futuro desaba. Sem investimento público a economia não reage. https://t.co/nO1rqvDmlz; ;268;616; ; ;
2018-04-27 13:28:56;A Paulista cada vez mais paulista: Sesc Avenida Paulista reabre no domingo https://t.co/LQXV0DcAVY; ;65;685; ; ;
2018-04-26 10:41:21;Contratações por salário menor fazem cair arrecadação da Previdência. Segundo a Receita Federal, essa foi a primeira queda real em 10 meses.  https://t.co/jUQtPhnXTG; ;156;445; ; ;
2018-04-24 12:01:34;Simplesmente não é verdade que eu e Ciro discutimos candidaturas ou formação de frente. Como a própria matéria revela, atualizamos a discussão iniciada em janeiro sobre a situação política do país. https://t.co/eCX47F2Izw; ;512;1829; ; ;
2018-04-22 18:30:28;'Após ouvir “Samba Esquema Novo” de Jorge Ben, senti que não precisava mais compor', diz Gilberto Gil. Dá pra entender. Ouve só: https://t.co/tBs8bvRtHq; ;38;227; ; ;
2018-04-22 11:38:26;Marcelo Rubens Paiva é um cara diferenciado. Sempre bom ler seus artigos. https://t.co/mHKZxzgUJH; ;31;232; ; ;
2018-04-21 17:43:31;Mais de cem atores e diretores assinam manifesto contra a condenação de Lula https://t.co/ieiayxk3iv; ;173;831; ; ;
2018-04-21 11:59:45;Vale a leitura: artigo de André Singer. “Ideia fixa” https://t.co/W0KK39pURi; ;38;133; ; ;
2018-04-19 01:36:18;Entrevista que dei à Reuters: Sem admitir que PT abra mão de Lula, Haddad pede centro-esquerda unida na eleição via @UOLPolitica @UOL  https://t.co/pB2yQpFH55; ;91;380; ;UOL, UOLPolitica;
2018-04-17 02:08:25;Paul Singer, mestre querido, foi das pessoas mais generosas que conheci. Teórico da economia solidária e socialista libertário, formou gerações de militantes comprometidos com os mais nobres ideais de civilidade. Sentiremos saudades.; ;312;1986; ; ;
2018-04-16 12:47:38;Excelentes reflexões de Jose Luis Fiori, professor de economia política internacional da UFRJ: ponto de partida  é a libertação de Lula https://t.co/ETWkXyezbw; ;103;236; ; ;
2018-04-15 14:07:16;Recado das pesquisas: “Vocês estão cercados! Deponham as armas e libertem Lula!” #LulaLivre; ;791;2799;#LulaLivre; ;
2018-04-13 10:39:03;50 Km/h = Nossa política de segurança no trânsito reduziu, entre 2013 e 2017, em 50% o nº de acidentes com vítimas. Em 2017, duas consequências, fruto da imprudência de Doria: aumento de mortes de ciclistas e nas marginais. https://t.co/XWYWwBhrcT; ;257;1013; ; ;
2018-04-11 21:31:05;Jaques Wagner e Fernando Haddad são Lula.  Foto: Ricardo Stuckert. https://t.co/70h7FQl7bw; ;84;651; ; ;
2018-04-11 20:29:41;Prof. Carlos Melo: A formação da inevitável Maioria parlamentar: o que fazer? via @UOLNoticias https://t.co/2lCCXJgUr7; ;13;84; ;UOLNoticias;
2018-04-09 15:43:23;Marcos Nobre: “Com o campo progressista fragmentado, a centro-direita leva de lavada durante anos” https://t.co/5287GpJz9x via @elpais_brasil; ;86;246; ;elpais_brasil;
2018-04-09 11:41:49;RT @sidneyrezende: Aqui na Europa - estou neste momento em Bruxelas - o reconhecimento dos acertos da política de resgate social do Governo…;sidneyrezende;0;0; ;sidneyrezende;
2018-04-09 11:22:35;RT @RitaLisauskas: Já pensou que louco seria se na transmissão dessa prisão do Lula fossem adicionados à cobertura uns analistas que fizess…;RitaLisauskas;0;0; ;RitaLisauskas;
